question,question_fr,order,disagg_var1,disagg_var1_fr,disaggregate1,disaggregate1_fr,label,label_fr,colpercent,round,collowercl,coluppercl,numerator,denominator,Suppress,notes,notes_fr,notes2,notes2_fr,Table,infobase_order
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Size of city or town of residence,Population de la ville ou du village de résidence,"Small population centre (1,000 to 29,999 people)",Petit centre démographie (1 000 à 299 999 habitants),,,92.2,,91.5,92.8,7337,8037,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * AGS_Q05,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Size of city or town of residence,Population de la ville ou du village de résidence,"Medium population centre (30,000 to 99,999 people)",Moyen centre démographique (30 000 à 99 999 habitants),,,88.2,,87.2,89.2,6078,6856,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * AGS_Q05,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Size of city or town of residence,Population de la ville ou du village de résidence,"Large urban population centre (100,000+ people)",Grand centre urbain (100 000 habitants ou plus),,,89.4,,88.9,90.0,15528,17266,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * AGS_Q05,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Household income,Le revenu du ménage,"$0 - $19,999",0 $ - 19 999 $,,,77.7,,75.9,79.4,2209,2798,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q14r,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Household income,Le revenu du ménage,"$20,000 - $39,999",20 000 $ - 39 999 $,,,86.2,,85.0,87.4,3055,3514,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q14r,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Household income,Le revenu du ménage,"$40,000 - $59,999",40 000 $ - 59 999 $,,,89.5,v,88.4,90.5,3955,4393,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q14r,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Household income,Le revenu du ménage,"$60,000 - $79,999",60 000 $ - 79 999 $,,,91.2,,89.8,92.4,3814,4143,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q14r,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Household income,Le revenu du ménage,"$80,000 - $99,999",80 000 $ - 99 999 $,,,92.6,,91.6,93.5,4012,4294,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q14r,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Household income,Le revenu du ménage,"$100,000 - $149,999",100 000 $ - 149 999 $,,,94.5,^,93.8,95.1,6026,6373,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q14r,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Household income,Le revenu du ménage,"$150,000+","150,000 $ +",,,95.0,,94.3,95.6,5897,6154,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q14r,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,English only,Anglais seulement,,,89.2,,88.8,89.6,22897,25444,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q05,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,French only,Français seulement,,,91.8,,90.5,92.9,1832,2026,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q05,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,Both English and French,Anglais et français,,,91.9,,91.3,92.5,7573,8227,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q05,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,Neither English nor French,Ni anglais ni francais,,,69.3,,62.9,75.1,148,216,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q05,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Student status,Le statut d’étudiant,Student 15-24,Étudiant 15 à 24,,,76.2,,74.9,77.5,3308,4187,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * student,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Student status,Le statut d’étudiant,Non-student 15-24,Non-étudiant 15 à 24,,,85.3,,83.8,86.7,2378,2727,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * student,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Belonging to a gender or sexual minority,L’identité de genre ou de minorité sexuelle,LGBTQ2+,LGBTQ2+,,,91.1,,90.1,91.9,3544,3874,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,"The LGBTQ2+ group includes all individuals who indicated a valid non-binary gender identity, those who indicated a transgender identity, or a sexuality other than heterosexual.","Le groupe LGBTQ2+ comprend toutes les personnes ayant indiqué une identité de genre non binaire valide, celles ayant indiqué une identité transgenre ou une sexualité autre qu'hétérosexuelle.",Table ALC_Q01 * gen_sex_min,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Belonging to a gender or sexual minority,L’identité de genre ou de minorité sexuelle,Not LGBTQ2+,Pas LGBTQ2+,,,91.6,,91.2,91.9,27792,30278,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,"The LGBTQ2+ group includes all individuals who indicated a valid non-binary gender identity, those who indicated a transgender identity, or a sexuality other than heterosexual.","Le groupe LGBTQ2+ comprend toutes les personnes ayant indiqué une identité de genre non binaire valide, celles ayant indiqué une identité transgenre ou une sexualité autre qu'hétérosexuelle.",Table ALC_Q01 * gen_sex_min,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Past 12 month experience of homelessness,Expérience de sans-abri au cours des 12 derniers mois,Housing insecurity,Précarité du logement,,,82.6,,79.7,85.1,1068,1284,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q0809,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Past 12 month experience of homelessness,Expérience de sans-abri au cours des 12 derniers mois,No housing insecurity,Pas de précarité du logement,,,90.3,,90.0,90.6,31304,34515,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q0809,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Education,L'éducation,Up to high school,Jusqu'au lycée,,,85.4,,84.6,86.2,7916,9194,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q10r,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Education,L'éducation,"Trade school, college diploma, or university certificate","Diplôme d'école de métiers, diplôme d'études collégiales ou certificat universitaire",,,92.7,,92.0,93.3,11597,12464,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q10r,1
Lifetime use of alcohol,Consommation d’alcool au cours de la vie,1,Education,L'éducation,Bachelor's or degree above bachelor's level,Baccalauréat ou diplôme supérieur au niveau du baccalauréat,,,91.2,,90.7,91.7,12655,13817,,Percent of the population who has ever consumed 1 or more alcoholic drinks in their lifetime.,Pourcentage de la population qui a déjà consommé une ou plusieurs boissons alcoolisées durant sa vie.,,,Table ALC_Q01 * DEM_Q10r,1
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Year,Année,2023,2023,,,79.3,,78.9,79.8,28525,35994,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,,,Table ALC_Q03r,2
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Age,L'âge,15-19,15-19,,,62.7,,60.0,65.2,1635,2487,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,,,Table ALC_Q03r * age_group2,2
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Age,L'âge,20-24,20-24,,,81.0,,78.8,82.9,3638,4477,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,,,Table ALC_Q03r * age_group2,2
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Age,L'âge,25-54,25-54,,,80.4,,79.6,81.3,13505,16798,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,,,Table ALC_Q03r * age_group2,2
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Age,L'âge,55+,55+,,,80.4,,79.7,81.1,9747,12232,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,,,Table ALC_Q03r * age_group2,2
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Sex at birth,Sexe à la naissance,Male,Homme,,,79.3,,78.6,79.9,13605,17290,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,,,Table ALC_Q03r * AGS_Q02,2
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Sex at birth,Sexe à la naissance,Female,Femme,,,79.4,,78.8,80.0,14920,18704,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,,,Table ALC_Q03r * AGS_Q02,2
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Gender,Le genre,Men,Hommes,,,79.3,,78.7,79.9,13483,17122,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,"Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_Q03r * ags_q03r_NSET,2
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Gender,Le genre,Women,Femmes,,,79.4,,78.8,80.0,14659,18389,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,"Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_Q03r * ags_q03r_NSET,2
Past 12 month use of alcohol,Consommation d’alcool au cours des 12 derniers mois,3,Gender,Le genre,Another gender,Autre identité de genre,,,78.5,v,72.8,83.2,342,431,,Percent of the population who has consumed 1 or more alcoholic drinks in the past 12 months.,Pourcentage de la population qui a consommé une ou plusieurs boissons alcoolisées au cours des 12 derniers mois.,"Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_Q03r * ags_q03r_NSET,2
